"시설명","시설코드","시설종류명(시설유형)","시설종류상세명(시설종류)","자치구(시)구분","시설장명","시군구코드","시군구명","시설주소"
"우리요양원","J9944","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","박도연","1154500000","금천구","서울특별시 금천구 시흥대로 426-0426 영진빌딩 7층(독산동)"
"너싱홈돌봄과간호2","M0008","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","정숙이","1135000000","노원구","서울특별시 노원구 동일로 1550고려프라자 601호"
"너싱홈돌봄과간호1","M0009","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","채미애","1135000000","노원구","서울특별시 노원구 동일로 1550고려프라자 604호"
"참존요양원","M0089","(노인) 노인요양시설","노인의료복지시설","자치구","김미경","1132000000","도봉구","서울특별시 도봉구 도봉로136가길4창동리더스빌딩6층"
"흰돌장기요양센터3호점","M0345","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","김희순","1174000000","강동구","서울특별시 강동구 구천면로323 5층 (암사동 개나리프라자)"
"흰돌장기요양센터2호점","M0346","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","강미숙","1174000000","강동구","서울특별시 강동구 구천면로323 6층 (암사동 개나리프라자)"
"강북실버종합복지센터","M0394","(노인) 노인요양시설","노인의료복지시설","자치구","전명우","1130500000","강북구","서울특별시 강북구 오패산로 290 (미아동)"
"노원요양복지원","M0414","(노인) 노인요양시설","노인의료복지시설","자치구","동인봉","1135000000","노원구","서울특별시 노원구 노원로 464 (상계동)"
"동그라미요양센터2호점","M0416","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","조양희","1132000000","도봉구","서울특별시 도봉구 쌍문동103 3층 (쌍문동 춘광빌딩)"
"은빛노인요양공동생활가정3","M0428","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","강정숙","1171000000","송파구","서울특별시 송파구 거마로 991 6층"
"수실버노인요양센터","M0432","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","유지원","1171000000","송파구","서울특별시 송파구 성내천로212 4층 (마천동)"
"케어콜실버센터","M0455","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","정명주","1150000000","강서구","서울특별시 강서구 강서로5나길 745층"
"희망요양원","M0479","(노인) 노인요양시설","노인의료복지시설","자치구","장효선","1132000000","도봉구","서울특별시 도봉구 덕릉로59길 20 (창동)"
"에덴요양원","M0492","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","박영란","1162000000","관악구","서울특별시 관악구 조원로16길33 4층 401호 (신림동 중앙빌딩)"
"서울여자간호대학교 휴먼캐슬","M0498","(노인) 노인요양시설","노인의료복지시설","자치구","유무형","1111000000","종로구","서울특별시 종로구 평창길 318 (평창동)"
"요안나요양원","M0574","(노인) 노인요양시설","노인의료복지시설","자치구","오명자","1150000000","강서구","서울특별시 강서구 화곡로 254"
"민영요양센터2","M0600","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","조은숙","1130500000","강북구","서울특별시 강북구 삼양로184 5층 (미아동 유유빌딩))"
"면목요양원","M0605","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","김원길","1126000000","중랑구","서울특별시 중랑구 면목동61 3층 (면목동)"
"설화요양원","M0634","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","김진숙","1144000000","마포구","서울특별시 마포구 만리재로 115송희빌딩 6층 (공덕동)"
"예원요양원2호점","M0640","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","백미영","1126000000","중랑구","서울특별시 중랑구 용마산로 554동화빌딩 2층"
"다복공동생활가정","M0651","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","조용일","1150000000","강서구","서울특별시 강서구 화곡로 225-0225 4층 (화곡동)"
"늘편한요양원","M0719","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","정해월","1174000000","강동구","서울특별시 강동구 천호1동318 3층 (천호동 성산빌딩)"
"효원노인복지센터D","M1012","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","이지현","1126000000","중랑구","서울특별시 중랑구 상봉1동12 (상봉동 세광빌딩4층)"
"효원노인복지센터C","M1013","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","김연하","1126000000","중랑구","서울특별시 중랑구 상봉1동12 (상봉동 세광빌딩4층)"
"효원노인복지센터B","M1014","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","심향유","1126000000","중랑구","서울특별시 중랑구 상봉1동12 (상봉동 세광빌딩3층)"
"강남한보리전문요양원","M1052","(노인) 노인요양시설","노인의료복지시설","자치구","박금주","1162000000","관악구","서울특별시 관악구 남부순환로 1529-1 (신림동)"
"마추미실버케어응암점","M1144","(노인) 노인요양시설","노인의료복지시설","자치구","김미섭","1138000000","은평구","서울특별시 은평구 응암로13길11-7 (응암동 메트로타워 3층4층5층10층.11층)"
"길요양원","M1147","(노인) 노인요양시설","노인의료복지시설","자치구","최상규","1135000000","노원구","서울특별시 노원구 한글비석로15길 48현대종합상가 4층 (중계동)"
"가족사랑1","M1161","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","이경희","1156000000","영등포구","서울특별시 영등포구 도신로204 4층 (신길동)"
"가족사랑2","M1162","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","최옥자","1156000000","영등포구","서울특별시 영등포구 도신로204 3층 (신길동)"
"봄날강서요양원","M1182","(노인) 노인요양시설","노인의료복지시설","자치구","채재혁","1150000000","강서구","서울특별시 강서구 양천로11길 15-11(방화동)"
"맑은공동생활가정","M1276","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","신일규","1150000000","강서구","서울특별시 강서구 화곡로225 6층 (화곡동)"
"수노인요양공동생활가정1호점","M1306","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","변재옥","1132000000","도봉구","서울특별시 도봉구 방학1동  도봉구청80 5층 (방학동)"
"은혜요양원","M1461","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","임민경","1174000000","강동구","서울특별시 강동구 양재대로124길41 (길동)   2층"
